ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
1296,SUPPLIER MANAGEMENT,Ein MV200 zeigt,Viskosität,Wettervorhersage,Gewicht,Temperatur,NIL,NIL,NIL,NIL,NIL,NIL,Viskosität,NIL,NIL
1297,SUPPLIER MANAGEMENT,Wo werden die Tests eingehenden Vormaterials ausgeführt?,Im Labor,Im Kontrollraum,Im Lager,In der Endbearbeitung,NIL,NIL,NIL,NIL,NIL,NIL,Im Labor,NIL,NIL
1298,SUPPLIER MANAGEMENT,Wo werden die Tests eingehenden Vormaterials ausgeführt?,Im Labor,Im Kontrollraum,Im Lager,In der Endbearbeitung,NIL,NIL,NIL,NIL,NIL,NIL,Im Labor,NIL,NIL
1299,SUPPLIER MANAGEMENT,Temperaturen in Laboren sollten,Kontrolliert,Nicht kontrolliert,25 Grad Celsius,40 Grad Celsius,NIL,NIL,NIL,NIL,NIL,NIL,Kontrolliert,NIL,NIL
1300,SUPPLIER MANAGEMENT,Feuchtigkeit in Laboren sollte,Kontrolliert,Nicht kontrolliert,Nicht wichtig,80,NIL,NIL,NIL,NIL,NIL,NIL,Kontrolliert,NIL,NIL
1301,SUPPLIER MANAGEMENT,Was bedeutet „ppm“?,"Ist ein Wert, der einen Teil einer ganzen Zahl in Einheiten von 1/1000000 darstellt",Process product measurement (Prozessproduktmessung),Ein Symbol zu Quantifizierung von Produkten,---,NIL,NIL,NIL,NIL,NIL,NIL,"Ist ein Wert, der einen Teil einer ganzen Zahl in Einheiten von 1/1000000 darstellt",NIL,NIL
1302,SUPPLIER MANAGEMENT,Müssen wir gemäß ISO/TS 16949 zertifiziert sein?,"Ja, das ist eine Anforderung an die Lieferung von OE-Reifen",Nein.,Das wird vom obersten Management entschieden.,---,NIL,NIL,NIL,NIL,NIL,NIL,"Ja, das ist eine Anforderung an die Lieferung von OE-Reifen",NIL,NIL
1303,SUPPLIER MANAGEMENT,Welcher Kunde fordert VDA 6.3?,Alle unsere Kunden,VW (Volkswagen)-Konzern,Renault,---,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1304,SUPPLIER MANAGEMENT,Welcher Kunde fordert QSB+?,General Motors,alle  Kunden,Unser Qualitätssystem,---,NIL,NIL,NIL,NIL,NIL,NIL,General Motors,NIL,NIL
1305,SUPPLIER MANAGEMENT,Was bedeutet CCC?,"Control, Certificate, Chinese Tires (Kontrolle, Zertifikat, chinesische Reifen)",China Compulsory Certificate (zum Reifenkauf für den chinesischen Markt),Eine Vorschrift zur Herstellung von Reifen in China,---,NIL,NIL,NIL,NIL,NIL,NIL,China Compulsory Certificate (zum Reifenkauf für den chinesischen Markt),NIL,NIL
1306,SUPPLIER MANAGEMENT,Was bedeutet LPA?,Layered Process Audit,Layered Process Action,Eine neue Technologie bei Continental,---,NIL,NIL,NIL,NIL,NIL,NIL,Layered Process Audit,NIL,NIL
1307,SUPPLIER MANAGEMENT,Welche Kunden fordern LPAs?,Alle unsere Kunden,General Motors und Chrysler,"Ford, Fiat und VW",---,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1308,SUPPLIER MANAGEMENT,Wo befindet sich die offizielle Conti-Dokumentation?,In jedem Werk,POMS,In einem System in Hannover,---,NIL,NIL,NIL,NIL,NIL,NIL,POMS,NIL,NIL
1309,SUPPLIER MANAGEMENT,Was ist ein kontrolliertes Dokument?,Ein Verfahren des Qualitätsmanagementsystems (POMS),Alle Dokumente oder Spezifikationen,Alle Dokumente des Qualitätsmanagementsystems (POMS),---,NIL,NIL,NIL,NIL,NIL,NIL,Alle Dokumente des Qualitätsmanagementsystems (POMS),NIL,NIL
1310,SUPPLIER MANAGEMENT,Was bedeutet Qualität?,"Ein Produkt, das die Kundenzufriedenheit übertrifft ","Ein Produkt, das Kundenzufriedenheit herbeiführt, die Spezifikationen und Anforderungen von Kunden erfüllt ","Ein billigeres, fehlerfreies, gut aussehendes Produkt",---,NIL,NIL,NIL,NIL,NIL,NIL,"Ein Produkt, das Kundenzufriedenheit herbeiführt, die Spezifikationen und Anforderungen von Kunden erfüllt ",NIL,NIL
1311,SUPPLIER MANAGEMENT,Welcher Standard fordert der Kontrollplan?,ISO/TS 16949:2009,Alle unsere Kunden,Wird vom Management entschieden,---,NIL,NIL,NIL,NIL,NIL,NIL,ISO/TS 16949:2009,NIL,NIL
1312,SUPPLIER MANAGEMENT,Was ist der Zweck des Kontrollplans? ,Ein Parameter eines Prozesses,"Sicherstellung, dass alle Merkmale und/oder Parameter von Produkten und Prozessen kontrolliert sind",Ein kontrolliertes Dokument,---,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1313,SUPPLIER MANAGEMENT,Was bedeutet FIFO?,First In First Out,"First Out First In (Erster Ausgang, erster Eingang) ",Ein Standard für Endbearbeitung des Lagers,---,NIL,NIL,NIL,NIL,NIL,NIL,First In First Out,NIL,NIL
1314,SUPPLIER MANAGEMENT,Was bedeutet FEFO?,First Expired First Out,"First Out First Expired (Erster Ausgang, zuerst abgelaufen)",Beides richtig,---,NIL,NIL,NIL,NIL,NIL,NIL,First Expired First Out,NIL,NIL
1315,SUPPLIER MANAGEMENT,Was bedeutet UER?,Das ist eine Anforderung von unseren Kunden,Entladefehlerbericht,Zeigt die Zufriedenheit eines Kunden,---,NIL,NIL,NIL,NIL,NIL,NIL,Entladefehlerbericht,NIL,NIL
1316,SUPPLIER MANAGEMENT,Was ist die Definition von visuellem Ergebnis?,"% Reifen, die gemäß den visuellen Anforderungen auf Anhieb i. O. sind","% Reifen (einschl. nachgearbeitete Reifen), die gemäß den visuellen Anforderungen i. O. sind",Eine visuelle Prüfung zur Kontrolle des endbearbeitenden Bedieners,---,NIL,NIL,NIL,NIL,NIL,NIL,"% Reifen, die gemäß den visuellen Anforderungen auf Anhieb i. O. sind",NIL,NIL
1317,SUPPLIER MANAGEMENT,Was bedeutet Slow Mover?,Reifen mit niedriger Geschwindigkeitskennzeichnung,Reifen ohne Ersatzmarkt,Reifen mit Ersatz,---,NIL,NIL,NIL,NIL,NIL,NIL,Reifen ohne Ersatzmarkt,NIL,NIL
1318,SUPPLIER MANAGEMENT,Was bedeutet LTA?,Labor Transfer Application,Ist ein System zur Herstellung von Mischungsetiketten,Ein System für Standardmischungen,---,NIL,NIL,NIL,NIL,NIL,NIL,Labor Transfer Application,NIL,NIL
1319,SUPPLIER MANAGEMENT,Was bedeutet CMS?,Control Marker system (System für Kontrollkennzeichnungen),Zentrales Kennzeichnungssystem,Ein System zur Kontrolle von Ausrüstung,---,NIL,NIL,NIL,NIL,NIL,NIL,Zentrales Kennzeichnungssystem,NIL,NIL
1320,SUPPLIER MANAGEMENT,Was bedeutet CPK?,Es ist ein KPI zur Bewertung der Prozessfähigkeit,"Capability, process, key (Fähigkeit, Prozess, Schlüssel)",Prozessfähigkeit,---,NIL,NIL,NIL,NIL,NIL,NIL,Es ist ein KPI zur Bewertung der Prozessfähigkeit,NIL,NIL
1321,SUPPLIER MANAGEMENT,Was bedeutet ETO?,Experimental Tire Order,Experimental Tire Original Equipment (Originalausrüstung für Versuchsreifen),OE Tire Order (Reifenbestellung bei Erstausrüster),---,NIL,NIL,NIL,NIL,NIL,NIL,Experimental Tire Order,NIL,NIL
1322,SUPPLIER MANAGEMENT,Was bedeutet SOP?,Produktionsstart,System of production (Produktionssystem) ,Standardized Optimization Process (Standardisierter Optimierungsprozess),---,NIL,NIL,NIL,NIL,NIL,NIL,Produktionsstart,NIL,NIL
1323,SUPPLIER MANAGEMENT,Was bedeutet SPC?,Standard zur Kontrolle des Prozesses,Statistic Process Control ,"Ein System, das einen kontrollierten Prozess sicherstellt",---,NIL,NIL,NIL,NIL,NIL,NIL,Statistic Process Control ,NIL,NIL
1324,SUPPLIER MANAGEMENT,Was ist der Mindest-Cmk für die Freigabe eines neuen Prozesses/einer Maschine?,"³1,33 Cmp","? 1,67 Cmk","< 1,67 > 1,33",---,NIL,NIL,NIL,NIL,NIL,NIL,"? 1,67 Cmk",NIL,NIL
1325,SUPPLIER MANAGEMENT,Was bedeutet MFS?,Leitmerkmalblatt,Ein Qualitäts-Tool,Measurement factory system (Messsystem des Werks),---,NIL,NIL,NIL,NIL,NIL,NIL,Leitmerkmalblatt,NIL,NIL
1326,SUPPLIER MANAGEMENT,Was bedeutet Verfolgbarkeit?,"Die Fähigkeit zur Überprüfung von Vorgeschichte, Standort oder Anwendung des Reifens","Kenntnis, wo der Reifen hergestellt wurde",Die Farben in den Profillinien des Reifens,---,NIL,NIL,NIL,NIL,NIL,NIL,"Die Fähigkeit zur Überprüfung von Vorgeschichte, Standort oder Anwendung des Reifens",NIL,NIL
1327,SUPPLIER MANAGEMENT,Was bedeutet Korrekturmaßnahme?,Maßnahme zur Eliminierung der Ursachen von Nichtkonformitäten.,Maßnahme zur Korrektur von Nichtkonformitäten ,Maßnahme zur Lösung von Problemen,---,NIL,NIL,NIL,NIL,NIL,NIL,Maßnahme zur Eliminierung der Ursachen von Nichtkonformitäten.,NIL,NIL
1328,SUPPLIER MANAGEMENT,Was bedeutet Vorbeugungsmaßnahme?,"Maßnahme zur Eliminierung der Ursachen einer potenziellen Nichtkonformität, um ihr Auftreten zu verhindern",Maßnahme zum Stopp eines Prozessfehlers,Von Qualitätsingenieuren verwendete Maßnahme,---,NIL,NIL,NIL,NIL,NIL,NIL,"Maßnahme zur Eliminierung der Ursachen einer potenziellen Nichtkonformität, um ihr Auftreten zu verhindern",NIL,NIL
1329,SUPPLIER MANAGEMENT,Was bedeutet Eindämmungsmaßnahme?,Maßnahme zur Identifizierung und Abschwächung der Problemfolgen.,Maßnahme zum Stopp eines Problems,Ein Qualitäts-Tool zur Identifizierung von Problemen,---,NIL,NIL,NIL,NIL,NIL,NIL,Maßnahme zur Identifizierung und Abschwächung der Problemfolgen.,NIL,NIL
1330,SUPPLIER MANAGEMENT,Was bedeutet vorbeugende Wartung?,Geplante Maßnahmen zur Eliminierung von Ausrüstungsausfällen ,Auf Abruf behobene Ausrüstungsausfälle,Geplante jährliche Wartung der Ausrüstung,---,NIL,NIL,NIL,NIL,NIL,NIL,Geplante Maßnahmen zur Eliminierung von Ausrüstungsausfällen ,NIL,NIL
1331,SUPPLIER MANAGEMENT,Was bedeutet vorausschauende Wartung?,"Aktivitäten auf der Grundlage von Prozessdaten, die Wartungsprobleme verhindern sollen",Regelmäßige Wartung von Ausrüstung,Sofortige Behebung von Ausrüstungsausfällen,---,NIL,NIL,NIL,NIL,NIL,NIL,"Aktivitäten auf der Grundlage von Prozessdaten, die Wartungsprobleme verhindern sollen",NIL,NIL
1332,SUPPLIER MANAGEMENT,Was bedeutet interner Kunde?,"Ein Mitarbeiter, der anderswo in einem Unternehmen produzierte Waren oder Dienstleistungen als Input zu seiner Arbeit erhält",Ein Kollege mit meiner Funktion ,"Jemand, der unsere Produkte kauft",---,NIL,NIL,NIL,NIL,NIL,NIL,"Ein Mitarbeiter, der anderswo in einem Unternehmen produzierte Waren oder Dienstleistungen als Input zu seiner Arbeit erhält",NIL,NIL
1333,SUPPLIER MANAGEMENT,Welche Abteilung ist für die Industrialisierung unserer Produkte verantwortlich?,Qualität und Produktion und Produktindustrialisierung,Produktion,Produktindustrialisierung,---,NIL,NIL,NIL,NIL,NIL,NIL,Produktindustrialisierung,NIL,NIL
1334,SUPPLIER MANAGEMENT,Wer ist für die Sicherstellung der Qualität verantwortlich?,Wir alle,Qualitätsabteilung ,Manager,---,NIL,NIL,NIL,NIL,NIL,NIL,Wir alle,NIL,NIL
1335,SUPPLIER MANAGEMENT,Welche Beziehung gibt es zwischen Qualität und Nachhaltigkeit?,Keine Qualität – kein Vertrauen. Kein Vertrauen – kein Geschäft,Qualität und Nachhaltigkeit vermitteln dem Kunden Sicherheit,Keine Beziehung,---,NIL,NIL,NIL,NIL,NIL,NIL,Keine Qualität – kein Vertrauen. Kein Vertrauen – kein Geschäft,NIL,NIL
1336,SUPPLIER MANAGEMENT,"Warum ist es für das Unternehmen wichtig, dass ich gemäß „Right First Time“ arbeite? ",Zur Sicherstellung der Kundenzufriedenheit ,Um Zeit und Geld zu sparen,Damit das Unternehmen keine Zeit bzw. Geld verschwendet und den Kunden zufrieden stellt,---,NIL,NIL,NIL,NIL,NIL,NIL,Damit das Unternehmen keine Zeit bzw. Geld verschwendet und den Kunden zufrieden stellt,NIL,NIL
1337,SUPPLIER MANAGEMENT,Wie kann ich zu „Right First Time“ beitragen?,Meine Arbeit wie immer erledigen,"Die Verfahren, den Prozesslenkungsplan, die Spezifikationen sowie die Kundenanforderungen und gesetzlichen Vorgaben einhalten",Ein paar Qualitätskonzepte verstehen,---,NIL,NIL,NIL,NIL,NIL,NIL,"Die Verfahren, den Prozesslenkungsplan, die Spezifikationen sowie die Kundenanforderungen und gesetzlichen Vorgaben einhalten",NIL,NIL
1338,SUPPLIER MANAGEMENT,Was ist die Bedeutung von Metrologie?,"Sicherstellen, dass die gesamte Messausrüstung unter einwandfreien Bedingungen (kalibriert) misst",Gibt uns Informationen zu den Wetterbedingungen,Sehr gute Feststellung von Abmessung und Gewicht,---,NIL,NIL,NIL,NIL,NIL,NIL,"Sicherstellen, dass die gesamte Messausrüstung unter einwandfreien Bedingungen (kalibriert) misst",NIL,NIL
1339,SUPPLIER MANAGEMENT,Was bedeutet MSA?,Master System Analysis (Mastersystem-Analyse),Measurement system accuracy (Genauigkeit des Messsystems),Messsystemanalyse,---,NIL,NIL,NIL,NIL,NIL,NIL,Messsystemanalyse,NIL,NIL
1340,SUPPLIER MANAGEMENT,Was bedeutet SQA?,System Quality approval (Systemqualitätsgenehmigung),Lieferantenqualitätssicherung,Supplier quality analysis (Lieferantenqualitätsanalyse),---,NIL,NIL,NIL,NIL,NIL,NIL,Lieferantenqualitätssicherung,NIL,NIL
1341,SUPPLIER MANAGEMENT,Was bedeutet SQM?,Lieferantenqualitätsmanagement,Supplier quality monitoring (Lieferantenqualitäsüberwachung),Service quality monitoring (Service-Qualitätsüberwachung),---,NIL,NIL,NIL,NIL,NIL,NIL,Lieferantenqualitätsmanagement,NIL,NIL
1342,SUPPLIER MANAGEMENT,Was bedeutet COA?,Certificate of assurance (Sicherstellungszertifikat),Conformity of analysis (Analysenkonformität),Analysenzertifikat,---,NIL,NIL,NIL,NIL,NIL,NIL,Analysenzertifikat,NIL,NIL
1343,SUPPLIER MANAGEMENT,Was bedeutet „mpm“?,Fehllieferungen pro Million,Monitoring parameters per million (Überwachungsparamerter pro Million),Master product monitoring (Master-Produktüberwachung) ,---,NIL,NIL,NIL,NIL,NIL,NIL,Fehllieferungen pro Million,NIL,NIL
1344,SUPPLIER MANAGEMENT,Können alle Unternehmen Conti beliefern?,"Ja, wenn die Produkte billiger sind",Nein. Nur falls genehmigt,"Ja, wenn es ein zertifizierter Lieferant ist",---,NIL,NIL,NIL,NIL,NIL,NIL,Nein. Nur falls genehmigt,NIL,NIL
1345,SUPPLIER MANAGEMENT,Was bedeutet PPAP?,Produktionsteil-Abnahmeverfahren ,Approval Part of the Process (Genehmigungsteil des Prozesses),Planed Process results in a Approved Product (Geplante Prozessergebnisse in einem genehmigten Produkt),---,NIL,NIL,NIL,NIL,NIL,NIL,Produktionsteil-Abnahmeverfahren ,NIL,NIL
1346,SUPPLIER MANAGEMENT,"Was muss ich bei der Einrichtung meiner Maschine berücksichtigen, um das Produkt zu produzieren?",Innerhalb der Toleranz ist in Ordnung,Den vorgegebenen Sollwert,Das Ergebnis der höheren Geschwindigkeit der Maschine,---,NIL,NIL,NIL,NIL,NIL,NIL,Den vorgegebenen Sollwert,NIL,NIL
1347,SUPPLIER MANAGEMENT,Unser Ausschuss wird in % COP gemessen. Was ist gemeint?,Die Kosten des generierten Ausschusses im Verhältnis zu den Kosten gelieferter Reifen als Prozentsatz (Produktionskosten),Der über die produzierten Reifen hinaus generierte Ausschuss,Gesamtanzahl Ausschussreifen ,---,NIL,NIL,NIL,NIL,NIL,NIL,Die Kosten des generierten Ausschusses im Verhältnis zu den Kosten gelieferter Reifen als Prozentsatz (Produktionskosten),NIL,NIL
1348,SUPPLIER MANAGEMENT,"Die FMEA ist eines der leistungsstarken Qualitäts-Tools, die in unserem Qualitätssystem zur Verfügung stehen. Wie wird sie definiert?",Ist ein Prozesslenkungsplan,FMEA ist ein Tool zur Zuverlässigkeitssteigerung eines bestimmten Produkts in der Phase oder im Prozess des Designs,Bedeutet Factory Main Error Analysis,---,NIL,NIL,NIL,NIL,NIL,NIL,FMEA ist ein Tool zur Zuverlässigkeitssteigerung eines bestimmten Produkts in der Phase oder im Prozess des Designs,NIL,NIL
1349,SUPPLIER MANAGEMENT, „Lessons Learned“ ist,Eine Schulung zu Qualität,Was wir während der Lösung eines Problems gelernt haben,Ein HR-Protokoll für die Entwicklungsbeurteilung,---,NIL,NIL,NIL,NIL,NIL,NIL,Was wir während der Lösung eines Problems gelernt haben,NIL,NIL
1350,SUPPLIER MANAGEMENT,Eines der Kriterien zur Lieferzuverlässigkeit in der Produktionshalle geschieht durch:,Stahlbeseitigung,Kohlenstoffbeseitigung,Holzbeseitigung,Alle,NIL,NIL,NIL,NIL,NIL,NIL,Holzbeseitigung,NIL,NIL
1351,SUPPLIER MANAGEMENT,Was ist die Eingangsprüfung von Rohmaterial (RM)?,Prüfung des RM während der Entladung,Als Mindestplan RM testen,Kontrolle der vollständigen Prüfung,Kontrolle der Lieferpapiere,NIL,NIL,NIL,NIL,NIL,NIL,Als Mindestplan RM testen,NIL,NIL
1352,SUPPLIER MANAGEMENT,Was ist das COA-Dokument der RM (Rohmaterialien)?,Analysenzertifikat,Certificate Order in Advance (Zertifikat zur Vorbestellung),Certificate of Acknowledgement (Bestätigungszertifikat),Certificate of Agreement (Vereinbarungszertifikat),NIL,NIL,NIL,NIL,NIL,NIL,Analysenzertifikat,NIL,NIL
1353,SUPPLIER MANAGEMENT,Was ist die Losnummer für Rohmaterialien?,Einzelne Versandeinheit,Material einer Produktion,Vom Hersteller definierte Einzelchargenproduktion,Eine Containerladung,NIL,NIL,NIL,NIL,NIL,NIL,Vom Hersteller definierte Einzelchargenproduktion,NIL,NIL
1354,SUPPLIER MANAGEMENT,Was bedeutet „GoodPack“ im Lagerprozess für Rohmaterialien?,Standard-Metallgehäuse zur Aufbewahrung von Gummis,Holzgehäuse für Gummiverpackung,Kunststoffgehäuse für Gummiverpackung,Kartongehäuse für Gummiverpackung,NIL,NIL,NIL,NIL,NIL,NIL,Standard-Metallgehäuse zur Aufbewahrung von Gummis,NIL,NIL
1355,SUPPLIER MANAGEMENT,Welche Funktion hat Ruß als Rohmaterial für Reifen?,Nicht verstärkender Füller,Schwarze Farbe,Kohlenpulver,Mineralölprodukt zur Gummiverstärkung ,NIL,NIL,NIL,NIL,NIL,NIL,Mineralölprodukt zur Gummiverstärkung ,NIL,NIL
1356,SUPPLIER MANAGEMENT,Was bedeutet GRN im Lagerprozess für Rohmaterialien?,General Receiving Number (Allgemeine Eingangsnummer),Wareneingangsnummer,Goods Release number (Warenfreigabenummer),Goods Reject Number (Warenablehnungsnummer),NIL,NIL,NIL,NIL,NIL,NIL,Wareneingangsnummer,NIL,NIL
1357,SUPPLIER MANAGEMENT, Was ist FEFO im Prozess der Vormateriallager?,"First Enter First Out (Erster Eingang, erster Ausgang)",First Expired First Out,"First Effective First Ordered (Zuerst effektiv, zuerst bestellt)","First Experimental First Out (Zuerst experimentell, erster Ausgang)",NIL,NIL,NIL,NIL,NIL,NIL,First Expired First Out,NIL,NIL
1358,SUPPLIER MANAGEMENT, Was bedeutet der Freigegeben-Anhänger?,Automatisch generierter grüner Anhänger „Freigegeben“ für die Produktion.,Material ist GESPERRT,Material ist abgelaufen,Material verbraucht.,NIL,NIL,NIL,NIL,NIL,NIL,Automatisch generierter grüner Anhänger „Freigegeben“ für die Produktion.,NIL,NIL
1359,SUPPLIER MANAGEMENT, Was bedeutet der blaue Freigegeben-Anhänger?,Material ist abgelaufen,Material für Priorität,Versuchsmaterial.,Material ist abgelaufen,NIL,NIL,NIL,NIL,NIL,NIL,Versuchsmaterial.,NIL,NIL
1360,SUPPLIER MANAGEMENT, Was sind die allgemeinen Lager-Temperaturbedingungen im Lagerprozess für Rohmaterialien?,0/ + 45 °C,5–40 °C,-5/ + 45 °C,15 - 50 °C,NIL,NIL,NIL,NIL,NIL,NIL,5–40 °C,NIL,NIL
1361,SUPPLIER MANAGEMENT,Was ist MSDS im Lagerprozess für Rohmaterialien?,Sicherheitsdatenblatt,Master Safety Data Sheet (Master-Sicherheitsdatenblatt),Material Sales Data Sheet (Material-Vertriebsdatenblatt),Material Safety Delivery Sheet (Material-Sicherheitslieferblatt),NIL,NIL,NIL,NIL,NIL,NIL,Sicherheitsdatenblatt,NIL,NIL
1362,SUPPLIER MANAGEMENT,Was bedeutet OEM?,Operation Energy Manual (Betriebsenergiehandbuch),"Original Equipment Manufacturer, Erstausrüstungshersteller",Original Energy Manual (Originalenergiehandbuch),Operation Equipment Manual (Betriebsausrüstungshandbuch),NIL,NIL,NIL,NIL,NIL,NIL,"Original Equipment Manufacturer, Erstausrüstungshersteller",NIL,NIL
1363,SUPPLIER MANAGEMENT,Aus was wird Naturkautschuk hergestellt?,Erdöl,Gummibaum,Chemikalien,"Keine der obigen Antworten (a, b, c)",NIL,NIL,NIL,NIL,NIL,NIL,Gummibaum,NIL,NIL
1364,SUPPLIER MANAGEMENT,"Was müssen wir tun, wenn wir herausfinden, das etwas mit dem Rohmaterial des Lieferanten nicht stimmt?",Sie hinaus befördern,Ignorieren,Reklamieren und mit dem Lieferanten an der Lösung arbeiten,Einkauf einstellen,NIL,NIL,NIL,NIL,NIL,NIL,Reklamieren und mit dem Lieferanten an der Lösung arbeiten,NIL,NIL
1365,SUPPLIER MANAGEMENT,"Welche Vorbereitungen müssen getroffen werden, bevor eine Reklamation beim Lieferanten eingereicht werden kann?",Alle Nachweise sammeln,Ideen von Management sammeln,Internen Kundenbedarf sammeln,Keine Vorbereitung,NIL,NIL,NIL,NIL,NIL,NIL,Alle Nachweise sammeln,NIL,NIL
1366,SUPPLIER MANAGEMENT,Von wem wird ein Rohmaterialienlieferant für das Unternehmen freigegeben?,CEO,"Runder Tisch von QM, RND, Einkauf",CFO,Leiter Qualität,NIL,NIL,NIL,NIL,NIL,NIL,"Runder Tisch von QM, RND, Einkauf",NIL,NIL
1367,SUPPLIER MANAGEMENT,Was ist die aktuelle Häufigkeit der Beurteilung eines Rohmaterialienlieferanten?,Täglich,Wöchentlich,Monatlich,Jährlich,NIL,NIL,NIL,NIL,NIL,NIL,Jährlich,NIL,NIL
1368,SUPPLIER MANAGEMENT,Was bedeutet 8D?,8 Tage,8 Disziplinen,8 Dimensionen,8 Jahrzehnte,NIL,NIL,NIL,NIL,NIL,NIL,8 Disziplinen,NIL,NIL
1369,SUPPLIER MANAGEMENT,Was ist die Anforderung für die Qualitätszertifizierung für Lieferanten?,TS16949,IS0 9001,VDA6.3,QSB,NIL,NIL,NIL,NIL,NIL,NIL,IS0 9001,NIL,NIL
1370,SUPPLIER MANAGEMENT,Welche Qualitäts-KPIs werden bei Lieferanten überwacht?,Beschädigte Verpackung ,Service Level,Unterbrechungsrate und größere Vorfälle,Termingerechte Lieferung,NIL,NIL,NIL,NIL,NIL,NIL,Unterbrechungsrate und größere Vorfälle,NIL,NIL
1371,SUPPLIER MANAGEMENT,Was ist die normale Lagerfähigkeit chemischer Rohmaterialien?,1 Monat,1 Jahr,10 Jahre,Für immer,NIL,NIL,NIL,NIL,NIL,NIL,1 Jahr,NIL,NIL
1372,SUPPLIER MANAGEMENT,Was ist die normale Lagerfähigkeit von Verstärkungsmaterialien?,Halbjahr,1 Jahr,2 Jahre,Für immer,NIL,NIL,NIL,NIL,NIL,NIL,Halbjahr,NIL,NIL
1373,SUPPLIER MANAGEMENT,Welchen Qualitätsstandard verwendet Conti für den Lieferantenaudit?,ISO9001,TS16949,VDA6.3,VDA6.5,NIL,NIL,NIL,NIL,NIL,NIL,VDA6.3,NIL,NIL
1374,SUPPLIER MANAGEMENT,Welches Zertifikat ist als leitender Auditor für den Auditor des Lieferantenprozess erforderlich?,ISO9001,TS16949,VDA6.3,VDA6.5,NIL,NIL,NIL,NIL,NIL,NIL,VDA6.3,NIL,NIL
1375,SUPPLIER MANAGEMENT,Welche Art von Paletten können an den Produktionsbereich geliefert werden?,Holz,Stahl,Kunststoff,Egal,NIL,NIL,NIL,NIL,NIL,NIL,Stahl,NIL,NIL
1376,SUPPLIER MANAGEMENT,Was ist das Zweck des Lieferantenaudits?,Sie besser kennenzulernen,Anforderung des Qualitätssystems,Risiko identifizieren und verbessern ,Forderung AG,NIL,NIL,NIL,NIL,NIL,NIL,Risiko identifizieren und verbessern ,NIL,NIL
1377,SUPPLIER MANAGEMENT,Welches System wird für die Erstellung der Reklamation verwendet?,SAP,MMS,SFI ,EWM,NIL,NIL,NIL,NIL,NIL,NIL,SAP,NIL,NIL
1378,SUPPLIER MANAGEMENT,Zentrales Supportteam für Handhabung von Reklamationen:,SQM,IE,Personalwesen,FN,NIL,NIL,NIL,NIL,NIL,NIL,SQM,NIL,NIL
1379,SUPPLIER MANAGEMENT,Bewertung des Lieferantenstandorts wird durchgeführt von:,Qualitätsmanagement,Lieferantenentwicklung,PI,Prozess,NIL,NIL,NIL,NIL,NIL,NIL,Lieferantenentwicklung,NIL,NIL
1380,SUPPLIER MANAGEMENT,Materialgenehmigung erfolgt durch:,Qualitätsmanagement,Lieferantenentwicklung,PI,RND,NIL,NIL,NIL,NIL,NIL,NIL,RND,NIL,NIL
